employee_id,salary_gross,currency,pay_frequency,bonus,effective_date
10587,5437,GHS,Monthly,163,2025-12-02
10588,7887,GHS,Monthly,788,2025-12-02
,8507,GHS,Monthly,425,2025-12-02
10590,4470,GHS,Biweekly,0,2025-12-02
10591,11667,GHS,Biweekly,0,2025-12-02
10592,1815,GHS,Biweekly,272,2025-12-02
10593,14622,GHS,Monthly,438,2025-12-02
10594,10129,GHS,Biweekly,0,2025-12-02
,9590,GHS,,959,2025-12-02
10596,6733,GHS,Biweekly,1009,2025-12-02
10597,1571,,Biweekly,0,2025-12-02
10598,14737,GHS,,2210,2025-12-02
10599,,GHS,Biweekly,138,2025-12-02
10600,2507,GHS,Monthly,250,2025-12-02
10601,1191,GHS,Monthly,119,2025-12-02
10602,8776,GHS,Monthly,,2025-12-02
10603,5037,,Biweekly,503,2025-12-02
10604,1722,GHS,Monthly,51,2025-12-02
10605,4785,GHS,Biweekly,0,2025-12-02
10606,6008,GHS,,901,2025-12-02
10607,3881,GHS,Biweekly,116,2025-12-02
10608,15002,GHS,Monthly,2250,2025-12-02
10609,3948,GHS,Biweekly,118,2025-12-02
10610,6067,GHS,Monthly,910,2025-12-02
,9798,GHS,,,2025-12-02
10612,3152,GHS,Monthly,472,2025-12-02
10613,7276,GHS,Monthly,727,2025-12-02
10614,3211,GHS,Monthly,160,2025-12-02
10615,13081,GHS,Biweekly,1308,2025-12-02
10616,4995,GHS,Monthly,149,2025-12-02
10617,8299,GHS,Biweekly,829,2025-12-02
10618,3835,GHS,Biweekly,,2025-12-02
10619,6948,GHS,Biweekly,694,2025-12-02
10620,4908,GHS,Monthly,736,2025-12-02
10621,2196,GHS,Monthly,219,2025-12-02
10622,12758,GHS,Biweekly,637,2025-12-02
10623,1301,GHS,Monthly,195,2025-12-02
10624,7558,GHS,Monthly,377,
10625,7112,GHS,Monthly,213,2025-12-02
10626,2085,GHS,Biweekly,104,2025-12-02
10627,7902,GHS,Biweekly,237,2025-12-02
10628,2195,GHS,Biweekly,219,2025-12-02
10629,13566,GHS,Monthly,406,2025-12-02
10630,7585,GHS,Biweekly,227,2025-12-02
10631,7548,GHS,Monthly,0,2025-12-02
10632,7731,GHS,Biweekly,773,2025-12-02
10633,6236,GHS,Biweekly,187,
10634,7291,GHS,Monthly,364,
,4869,GHS,Biweekly,243,2025-12-02
10636,6780,GHS,Biweekly,678,2025-12-02
,3878,GHS,Biweekly,116,2025-12-02
10638,5195,GHS,Biweekly,779,2025-12-02
10639,13963,GHS,Monthly,698,2025-12-02
10640,5657,GHS,Monthly,848,2025-12-02
10641,7307,GHS,Biweekly,730,2025-12-02
10642,1203,GHS,Monthly,120,2025-12-02
10643,4815,GHS,Monthly,240,2025-12-02
,12745,,Biweekly,1911,2025-12-02
10645,5663,GHS,Biweekly,283,2025-12-02
10646,1806,GHS,Monthly,90,2025-12-02
10647,1273,,Biweekly,63,2025-12-02
10648,4859,GHS,Monthly,242,2025-12-02
10649,9552,GHS,Biweekly,955,2025-12-02
10650,2338,GHS,Biweekly,350,2025-12-02
10651,8384,GHS,Monthly,419,2025-12-02
10652,8030,GHS,Monthly,1204,2025-12-02
10653,1569,GHS,,47,2025-12-02
10654,4834,GHS,Biweekly,0,
10655,7228,,Monthly,216,2025-12-02
10656,2539,GHS,Biweekly,380,2025-12-02
,2435,GHS,Biweekly,,2025-12-02
10658,11948,,Biweekly,358,2025-12-02
10659,10291,GHS,,1543,2025-12-02
10660,6670,GHS,Monthly,0,2025-12-02
10661,18732,GHS,Monthly,936,2025-12-02
10662,5287,GHS,Biweekly,0,2025-12-02
10663,3849,GHS,Biweekly,192,2025-12-02
10664,6307,GHS,,0,2025-12-02
10665,2366,GHS,Monthly,0,2025-12-02
10666,2027,GHS,Biweekly,0,2025-12-02
10667,10599,GHS,Monthly,1059,2025-12-02
10668,10646,GHS,Monthly,0,2025-12-02
10669,18056,GHS,Monthly,2708,2025-12-02
10670,5707,GHS,Biweekly,856,2025-12-02
10671,3320,GHS,Monthly,498,2025-12-02
10672,13110,GHS,Monthly,0,2025-12-02
10673,9470,GHS,Monthly,947,2025-12-02
10674,2784,GHS,Biweekly,,2025-12-02
10675,2135,GHS,Biweekly,106,2025-12-02
10676,12674,GHS,Biweekly,1901,
10677,5750,GHS,Monthly,862,2025-12-02
10678,9340,GHS,Biweekly,0,2025-12-02
10679,6067,GHS,Biweekly,303,2025-12-02
10680,12738,GHS,Monthly,636,2025-12-02
10681,8496,GHS,Monthly,0,
10682,2432,GHS,Monthly,364,2025-12-02
10683,3782,GHS,Monthly,567,2025-12-02
10684,2916,GHS,Monthly,145,2025-12-02
10685,8971,GHS,Biweekly,1345,2025-12-02
10686,5554,GHS,Biweekly,833,2025-12-02
10687,1785,GHS,Monthly,53,2025-12-02
,5891,GHS,Biweekly,589,2025-12-02
10689,6739,GHS,Biweekly,202,2025-12-02
10690,2165,GHS,Biweekly,324,2025-12-02
10691,7710,GHS,Monthly,1156,2025-12-02
10692,3899,GHS,Biweekly,116,2025-12-02
10693,2440,GHS,Monthly,244,2025-12-02
10694,8817,GHS,Monthly,0,2025-12-02
10695,971,GHS,Monthly,48,2025-12-02
10696,2945,GHS,Monthly,441,2025-12-02
10697,1297,GHS,Monthly,38,2025-12-02
10698,7113,GHS,,355,2025-12-02
10699,6157,GHS,,923,2025-12-02
10700,10363,GHS,,1036,2025-12-02
10701,2727,GHS,Monthly,81,2025-12-02
,,GHS,Biweekly,0,2025-12-02
10703,8123,,Monthly,0,2025-12-02
,12468,GHS,Monthly,1246,2025-12-02
10705,8437,GHS,Biweekly,253,2025-12-02
10706,4528,GHS,Monthly,452,2025-12-02
10707,4678,GHS,Biweekly,233,2025-12-02
10708,1948,GHS,Monthly,97,2025-12-02
10709,8440,GHS,Monthly,1266,2025-12-02
10710,5191,GHS,Monthly,0,2025-12-02
10711,8118,GHS,Monthly,243,2025-12-02
10712,8603,GHS,Monthly,430,2025-12-02
10713,11248,GHS,Biweekly,1687,2025-12-02
10714,,GHS,Monthly,275,2025-12-02
10715,5614,GHS,Monthly,842,2025-12-02
10716,14484,GHS,Monthly,1448,2025-12-02
10717,,GHS,Biweekly,1339,
10718,4796,GHS,Biweekly,719,2025-12-02
10719,9764,GHS,Monthly,1464,2025-12-02
10720,2531,GHS,Monthly,379,
10721,3136,GHS,Biweekly,94,2025-12-02
,2773,GHS,Biweekly,415,2025-12-02
10723,7518,GHS,Monthly,225,2025-12-02
10724,6945,GHS,Monthly,,2025-12-02
10725,8358,GHS,Monthly,1253,2025-12-02
10726,3866,GHS,Monthly,0,2025-12-02
10727,6188,GHS,Biweekly,309,2025-12-02
10728,7992,GHS,Monthly,239,2025-12-02
10729,,GHS,Biweekly,490,2025-12-02
10730,1810,GHS,Monthly,90,2025-12-02
10731,14292,GHS,Biweekly,2143,2025-12-02
10732,2616,GHS,Biweekly,261,2025-12-02
10733,9550,GHS,,477,2025-12-02
10734,15745,GHS,Monthly,0,2025-12-02
10735,5429,GHS,Monthly,814,2025-12-02
10736,5201,,Biweekly,260,2025-12-02
10737,8300,GHS,Monthly,0,2025-12-02
10738,8971,GHS,Monthly,1345,2025-12-02
10739,8518,GHS,Biweekly,255,2025-12-02
10740,4175,GHS,Biweekly,626,2025-12-02
10741,10225,GHS,Biweekly,1022,2025-12-02
10742,8755,GHS,Monthly,437,2025-12-02
10743,1572,GHS,Monthly,235,2025-12-02
,8715,GHS,Biweekly,261,2025-12-02
10745,6142,GHS,Monthly,921,2025-12-02
10746,7687,GHS,Monthly,230,
10747,2331,GHS,Monthly,349,2025-12-02
10748,9140,GHS,,914,2025-12-02
10749,7239,GHS,Biweekly,1085,2025-12-02
10750,10937,GHS,Biweekly,328,2025-12-02
10751,13049,GHS,Monthly,652,2025-12-02
10752,3288,GHS,Biweekly,164,2025-12-02
10753,2847,GHS,Monthly,284,
10754,15912,GHS,Biweekly,2386,2025-12-02
10755,7227,GHS,Monthly,1084,2025-12-02
10756,7217,GHS,Biweekly,0,2025-12-02
10757,12302,GHS,Monthly,1845,2025-12-02
10758,3625,,Biweekly,108,2025-12-02
10759,3418,GHS,Monthly,170,2025-12-02
10760,2483,GHS,Biweekly,372,2025-12-02
,17484,GHS,Monthly,1748,2025-12-02
10762,1089,GHS,Biweekly,32,2025-12-02
10763,4105,GHS,Monthly,615,2025-12-02
10764,6752,GHS,Monthly,,2025-12-02
10765,8181,GHS,Biweekly,409,2025-12-02
10766,5947,GHS,Biweekly,892,2025-12-02
10767,6275,GHS,Monthly,627,2025-12-02
10768,3467,GHS,Biweekly,520,2025-12-02
10769,5452,,Biweekly,272,2025-12-02
10770,8262,GHS,Monthly,247,2025-12-02
10771,4761,GHS,,142,2025-12-02
10772,8962,GHS,Monthly,268,2025-12-02
10773,1577,GHS,Monthly,0,2025-12-02
10774,2570,,Biweekly,77,2025-12-02
10775,2903,GHS,Monthly,145,2025-12-02
10776,8217,GHS,Biweekly,0,2025-12-02
10777,3363,GHS,Monthly,0,2025-12-02
10778,2201,GHS,Monthly,66,2025-12-02
10779,4874,GHS,Biweekly,731,2025-12-02
10780,14736,GHS,Biweekly,736,2025-12-02
10781,3593,GHS,Biweekly,107,2025-12-02
10782,9680,GHS,Biweekly,290,2025-12-02
10783,8155,GHS,Biweekly,407,2025-12-02
10784,11306,GHS,Biweekly,565,2025-12-02
10785,3557,GHS,Biweekly,177,2025-12-02
10786,8905,GHS,Biweekly,445,2025-12-02
10787,11733,GHS,Biweekly,1759,2025-12-02
10788,7520,GHS,Biweekly,752,2025-12-02
10789,6704,GHS,Biweekly,1005,2025-12-02
10790,8481,GHS,Biweekly,254,2025-12-02
,5256,GHS,Biweekly,788,2025-12-02
10792,8660,GHS,Monthly,259,2025-12-02
10793,1724,GHS,Monthly,,2025-12-02
10794,3529,GHS,Biweekly,176,2025-12-02
10795,,GHS,Biweekly,,2025-12-02
10796,14033,GHS,Monthly,420,2025-12-02
,4426,GHS,Biweekly,442,2025-12-02
10798,4985,GHS,Biweekly,747,2025-12-02
10799,8267,GHS,Biweekly,413,2025-12-02
10800,5696,GHS,Biweekly,0,2025-12-02
10801,3317,GHS,Biweekly,165,2025-12-02
10802,1980,GHS,Biweekly,99,2025-12-02
10803,4377,GHS,Biweekly,131,
10804,2128,GHS,Biweekly,212,2025-12-02
10805,10867,GHS,Monthly,0,2025-12-02
10806,6479,GHS,Biweekly,0,2025-12-02
10807,9524,GHS,Monthly,0,2025-12-02
10808,6966,GHS,Biweekly,,2025-12-02
10809,7458,GHS,Biweekly,1118,2025-12-02
10810,7468,GHS,,1120,2025-12-02
10811,4195,GHS,Monthly,125,
10812,,GHS,Monthly,339,2025-12-02
,2273,GHS,Monthly,113,2025-12-02
10814,3489,GHS,Monthly,348,2025-12-02
10815,1353,GHS,Monthly,202,2025-12-02
10816,,GHS,Biweekly,198,2025-12-02
10817,4117,GHS,Monthly,205,2025-12-02
10818,5442,GHS,Biweekly,0,2025-12-02
10819,6235,GHS,Monthly,935,2025-12-02
,15344,GHS,,2301,2025-12-02
10821,,GHS,,185,2025-12-02
,10584,GHS,Biweekly,317,2025-12-02
10823,6422,GHS,Biweekly,321,2025-12-02
10824,4173,GHS,Monthly,625,2025-12-02
10825,11534,GHS,Biweekly,576,2025-12-02
10826,8316,GHS,Monthly,1247,2025-12-02
10827,8227,GHS,Monthly,822,
10828,,,Biweekly,0,2025-12-02
10829,3400,GHS,Biweekly,340,
10830,12731,GHS,Monthly,636,2025-12-02
10831,14024,GHS,Monthly,701,2025-12-02
10832,8264,GHS,Biweekly,1239,2025-12-02
10833,7482,GHS,Monthly,374,2025-12-02
10834,10199,GHS,Biweekly,0,
10835,8996,GHS,Monthly,0,2025-12-02
10836,4345,GHS,,130,2025-12-02
10837,3358,GHS,Monthly,335,2025-12-02
10838,5815,GHS,Biweekly,290,2025-12-02
10839,3830,GHS,Monthly,,2025-12-02
10840,7250,GHS,Biweekly,1087,2025-12-02
10841,11603,GHS,Biweekly,1740,2025-12-02
10842,14248,GHS,Biweekly,1424,2025-12-02
10843,2956,GHS,Monthly,147,2025-12-02
10844,,GHS,Monthly,383,2025-12-02
10845,4576,GHS,,0,2025-12-02
10846,7579,GHS,Biweekly,227,2025-12-02
10847,2456,GHS,Monthly,0,2025-12-02
10848,6168,GHS,Biweekly,925,2025-12-02
10849,,GHS,Monthly,90,2025-12-02
10850,4392,GHS,Monthly,219,2025-12-02
10851,3988,GHS,Biweekly,119,2025-12-02
10852,7369,GHS,Monthly,0,2025-12-02
10853,3973,GHS,Biweekly,198,2025-12-02
10854,7641,GHS,Monthly,0,2025-12-02
10855,6622,GHS,Biweekly,198,2025-12-02
10856,4350,GHS,Biweekly,130,2025-12-02
10857,2840,GHS,Monthly,142,2025-12-02
10858,8340,GHS,Monthly,834,2025-12-02
10859,2951,GHS,Monthly,295,2025-12-02
10860,3616,GHS,Monthly,108,2025-12-02
10861,7060,GHS,Monthly,353,2025-12-02
10862,3228,GHS,Monthly,484,2025-12-02
10863,2494,GHS,Monthly,249,2025-12-02
10864,16440,GHS,Biweekly,1644,2025-12-02
10865,,GHS,Biweekly,253,2025-12-02
10866,2122,GHS,Biweekly,63,
10867,5403,GHS,Monthly,0,2025-12-02
10868,11713,GHS,Monthly,1171,2025-12-02
10869,10392,GHS,Biweekly,519,2025-12-02
10870,4129,GHS,Biweekly,0,2025-12-02
10871,2454,GHS,Biweekly,368,2025-12-02
10872,1526,GHS,Biweekly,45,2025-12-02
10873,6777,GHS,Biweekly,0,2025-12-02
10874,10938,GHS,Biweekly,0,2025-12-02
10875,2888,GHS,Monthly,144,2025-12-02
10876,7822,GHS,Monthly,234,2025-12-02
10877,6202,GHS,Biweekly,930,
10878,2721,GHS,Biweekly,136,2025-12-02
10879,10224,GHS,Monthly,511,2025-12-02
10880,5203,GHS,Monthly,0,2025-12-02
10881,4820,GHS,Biweekly,241,2025-12-02
10882,,GHS,Monthly,1395,2025-12-02
10883,2471,GHS,Monthly,123,2025-12-02
10884,2759,GHS,Monthly,137,2025-12-02
10885,6790,,Monthly,679,2025-12-02
10886,3336,GHS,Monthly,100,2025-12-02
10887,3254,GHS,Biweekly,162,2025-12-02
10888,4758,,Monthly,713,2025-12-02
10889,13403,GHS,Monthly,670,2025-12-02
10890,4172,,Monthly,208,2025-12-02
10891,,GHS,Monthly,739,2025-12-02
10892,6502,GHS,Monthly,650,2025-12-02
10893,6068,GHS,Biweekly,303,2025-12-02
10894,6832,GHS,,683,2025-12-02
10895,8272,GHS,Monthly,413,2025-12-02
10896,7415,GHS,Biweekly,222,2025-12-02
10897,14442,GHS,Biweekly,433,2025-12-02
10898,9505,GHS,Biweekly,,2025-12-02
10899,9200,GHS,Monthly,1380,2025-12-02
10900,2172,,Biweekly,108,2025-12-02
10901,9485,GHS,Monthly,284,2025-12-02
10902,6074,GHS,Biweekly,0,2025-12-02
10903,7605,GHS,Biweekly,228,2025-12-02
10904,,GHS,Biweekly,0,2025-12-02
10905,3331,GHS,Biweekly,166,2025-12-02
10906,6745,GHS,Monthly,337,2025-12-02
10907,3673,GHS,Biweekly,367,2025-12-02
10908,5274,GHS,Biweekly,263,2025-12-02
10909,16104,GHS,Biweekly,,2025-12-02
10910,5835,GHS,Monthly,875,2025-12-02
10911,15660,GHS,Biweekly,1566,2025-12-02
10912,10942,GHS,Biweekly,,2025-12-02
10913,1551,GHS,Monthly,46,2025-12-02
10914,2515,GHS,Monthly,125,
10915,7694,GHS,Monthly,384,2025-12-02
10916,6346,GHS,Biweekly,0,2025-12-02
10917,10332,GHS,Monthly,0,2025-12-02
10918,1975,GHS,Biweekly,197,2025-12-02
10919,1856,GHS,Biweekly,55,2025-12-02
10920,3167,GHS,Monthly,158,2025-12-02
10921,11689,GHS,Biweekly,0,2025-12-02
,,GHS,Monthly,0,2025-12-02
10923,8776,GHS,Monthly,877,2025-12-02
10924,7460,GHS,Monthly,223,2025-12-02
10925,4388,GHS,Biweekly,658,2025-12-02
,12104,GHS,Biweekly,0,2025-12-02
10927,1089,GHS,Biweekly,32,2025-12-02
10928,9755,GHS,Monthly,487,2025-12-02
10929,2134,GHS,Monthly,106,2025-12-02
10930,3034,GHS,Monthly,151,2025-12-02
10931,1009,,Monthly,30,2025-12-02
10932,8560,GHS,Monthly,256,2025-12-02
10933,1796,GHS,Monthly,0,2025-12-02
10934,4059,GHS,Biweekly,121,
10935,8499,GHS,Monthly,1274,2025-12-02
10936,10867,,Biweekly,326,2025-12-02
10937,9245,GHS,Biweekly,277,2025-12-02
10938,4003,GHS,Biweekly,600,2025-12-02
10939,,GHS,Biweekly,57,2025-12-02
10940,8289,GHS,Biweekly,248,2025-12-02
10941,3774,GHS,Biweekly,0,2025-12-02
10942,8071,GHS,,242,
10943,8408,GHS,Biweekly,420,2025-12-02
10944,11561,GHS,Biweekly,1156,2025-12-02
10945,3152,GHS,Biweekly,0,2025-12-02
10946,4283,GHS,Biweekly,642,2025-12-02
10947,4424,GHS,Monthly,442,2025-12-02
10948,5204,GHS,Monthly,0,2025-12-02
10949,4554,GHS,Monthly,455,2025-12-02
10950,11612,GHS,,0,2025-12-02
10951,2891,GHS,Biweekly,86,2025-12-02
10952,2316,GHS,Biweekly,69,2025-12-02
10953,2508,GHS,Biweekly,0,2025-12-02
10954,8744,GHS,Monthly,874,2025-12-02
10955,12508,GHS,Biweekly,,2025-12-02
10956,4029,GHS,Monthly,402,2025-12-02
10957,11111,GHS,Biweekly,333,2025-12-02
10958,4470,GHS,Biweekly,670,2025-12-02
10959,13024,GHS,Biweekly,1302,2025-12-02
10960,3888,GHS,Monthly,583,2025-12-02
10961,10320,GHS,Monthly,516,2025-12-02
10962,5160,GHS,Monthly,154,2025-12-02
10963,4803,GHS,Monthly,480,2025-12-02
10964,7321,GHS,Monthly,219,2025-12-02
10965,2847,GHS,,85,2025-12-02
10966,2009,GHS,,301,2025-12-02
10967,3391,,Biweekly,508,2025-12-02
10968,5070,GHS,Monthly,152,2025-12-02
10969,7313,,Monthly,1096,2025-12-02
10970,8243,GHS,Biweekly,247,2025-12-02
10971,1909,GHS,,,2025-12-02
,17923,GHS,Monthly,0,2025-12-02
10973,7892,GHS,Monthly,394,2025-12-02
10974,5098,GHS,Biweekly,254,2025-12-02
,9302,GHS,Monthly,279,
10976,3265,GHS,Biweekly,163,2025-12-02
10977,,,Monthly,0,2025-12-02
10978,14107,GHS,Biweekly,423,2025-12-02
10979,3141,GHS,Biweekly,157,2025-12-02
10980,1518,GHS,Monthly,227,2025-12-02
,3127,GHS,Biweekly,312,2025-12-02
10982,2815,,Monthly,140,2025-12-02
10983,5649,GHS,Monthly,847,2025-12-02
10984,5073,GHS,Biweekly,760,2025-12-02
10985,13864,,Biweekly,2079,2025-12-02
10986,2021,GHS,Monthly,303,2025-12-02
10987,6054,GHS,Monthly,181,2025-12-02
10988,14340,GHS,Biweekly,717,2025-12-02
10989,6541,GHS,Biweekly,654,2025-12-02
10990,3487,GHS,Monthly,0,2025-12-02
10991,6126,GHS,Monthly,,2025-12-02
10992,10148,GHS,Monthly,,2025-12-02
,3382,GHS,Biweekly,0,2025-12-02
10994,5732,GHS,Biweekly,859,2025-12-02
10995,16967,GHS,Biweekly,0,2025-12-02
10996,11048,GHS,Biweekly,552,2025-12-02
10997,8361,GHS,Biweekly,836,2025-12-02
10998,13312,GHS,Monthly,665,2025-12-02
10999,2763,GHS,Monthly,138,
11000,5049,GHS,Biweekly,504,2025-12-02
11001,1771,GHS,Biweekly,265,2025-12-02
11002,14688,GHS,Monthly,440,2025-12-02
11003,,GHS,Monthly,0,2025-12-02
11004,5154,GHS,Biweekly,154,2025-12-02
11005,15703,GHS,Monthly,785,2025-12-02
11006,1708,GHS,Biweekly,0,2025-12-02
11007,3370,GHS,Monthly,337,2025-12-02
11008,12769,,Monthly,638,2025-12-02
11009,2262,GHS,Biweekly,,2025-12-02
11010,6641,GHS,Monthly,664,2025-12-02
11011,9065,GHS,Monthly,453,2025-12-02
11012,5702,GHS,Biweekly,855,2025-12-02
11013,3259,GHS,Monthly,325,2025-12-02
11014,4526,GHS,Biweekly,135,2025-12-02
11015,5719,GHS,Biweekly,171,2025-12-02
11016,4281,GHS,Monthly,128,2025-12-02
11017,1433,GHS,Biweekly,143,2025-12-02
11018,10747,GHS,Monthly,322,2025-12-02
,,GHS,Biweekly,0,2025-12-02
11020,8269,GHS,Monthly,413,2025-12-02
11021,11475,GHS,Biweekly,344,2025-12-02
11022,1466,GHS,Monthly,73,2025-12-02
11023,3859,GHS,Monthly,115,2025-12-02
11024,2140,GHS,Monthly,321,2025-12-02
11025,7592,GHS,Monthly,759,2025-12-02
11026,10226,GHS,,0,
11027,4755,GHS,,0,2025-12-02
11028,5081,GHS,Monthly,254,2025-12-02
11029,6030,GHS,Biweekly,301,2025-12-02
,,GHS,Biweekly,,2025-12-02
11031,2044,GHS,Biweekly,204,2025-12-02
11032,5864,GHS,Biweekly,293,2025-12-02
11033,,GHS,Biweekly,639,2025-12-02
11034,,GHS,Biweekly,0,2025-12-02
11035,1296,GHS,Monthly,129,2025-12-02
11036,1075,,Monthly,0,2025-12-02
11037,8630,GHS,Biweekly,258,2025-12-02
11038,,GHS,Monthly,,2025-12-02
11039,4484,GHS,Biweekly,448,2025-12-02
11040,1848,GHS,Monthly,0,2025-12-02
11041,9873,GHS,,987,2025-12-02
11042,1408,GHS,Biweekly,,2025-12-02
11043,4883,GHS,,732,2025-12-02
11044,1284,GHS,Biweekly,0,
11045,5420,GHS,Monthly,162,2025-12-02
11046,12793,GHS,Monthly,639,2025-12-02
11047,1481,GHS,Monthly,74,2025-12-02
11048,3125,GHS,Biweekly,312,2025-12-02
11049,2340,,Monthly,117,2025-12-02
11050,8904,GHS,Monthly,0,2025-12-02
11051,9208,GHS,Biweekly,0,2025-12-02
11052,2867,,Monthly,,2025-12-02
11053,3321,GHS,Monthly,166,2025-12-02
11054,9273,GHS,Biweekly,0,
11055,16740,GHS,Biweekly,2511,2025-12-02
11056,10403,,Monthly,520,2025-12-02
11057,6500,GHS,Monthly,650,2025-12-02
11058,3410,GHS,Biweekly,341,2025-12-02
11059,14083,GHS,Biweekly,0,2025-12-02
11060,1944,GHS,Monthly,97,2025-12-02
11061,11728,GHS,Biweekly,0,2025-12-02
11062,7979,GHS,Biweekly,0,2025-12-02
11063,2869,GHS,Monthly,143,2025-12-02
11064,5560,GHS,Monthly,556,2025-12-02
11065,2314,GHS,Biweekly,0,2025-12-02
11066,4265,GHS,Biweekly,639,2025-12-02
11067,8704,GHS,Biweekly,0,2025-12-02
11068,2176,GHS,Monthly,0,2025-12-02
11069,4932,GHS,Biweekly,,2025-12-02
11070,2860,GHS,Monthly,143,2025-12-02
11071,,GHS,Monthly,899,2025-12-02
,2838,GHS,Monthly,0,2025-12-02
11073,2478,GHS,,0,2025-12-02
11074,8495,GHS,Biweekly,0,2025-12-02
11075,6469,GHS,Biweekly,194,2025-12-02
11076,3908,GHS,Monthly,117,2025-12-02
11077,1386,GHS,Monthly,138,2025-12-02
11078,8142,GHS,Monthly,0,2025-12-02
11079,7272,GHS,Biweekly,0,2025-12-02
11080,2931,GHS,Monthly,146,2025-12-02
11081,10352,GHS,Biweekly,517,2025-12-02
11082,,GHS,Biweekly,353,2025-12-02
11083,1185,GHS,Biweekly,177,
11084,2051,GHS,Biweekly,307,2025-12-02
11085,8588,GHS,Biweekly,257,2025-12-02
11086,4617,GHS,Biweekly,138,2025-12-02
11087,1534,GHS,Monthly,0,2025-12-02
11088,11687,GHS,Monthly,1753,2025-12-02
11089,13464,GHS,Monthly,0,2025-12-02
11090,3250,GHS,Monthly,0,2025-12-02
11091,,GHS,Monthly,1712,2025-12-02
11092,2694,GHS,Biweekly,404,2025-12-02
11093,11807,GHS,Monthly,0,2025-12-02
11094,7911,GHS,Biweekly,237,2025-12-02
11095,4790,GHS,Biweekly,0,
11096,2289,GHS,Monthly,343,2025-12-02
11097,6264,GHS,Monthly,313,2025-12-02
11098,,GHS,Monthly,238,2025-12-02
11099,9147,GHS,Biweekly,914,2025-12-02
11100,2483,GHS,Biweekly,,2025-12-02
,6382,GHS,Biweekly,957,2025-12-02
11102,9401,GHS,Biweekly,,2025-12-02
11103,3660,GHS,Monthly,549,2025-12-02
11104,15842,GHS,Monthly,0,2025-12-02
11105,3783,GHS,Monthly,0,2025-12-02
11106,1973,GHS,Monthly,197,2025-12-02
11107,5152,GHS,Monthly,154,2025-12-02
11108,15948,GHS,Biweekly,1594,2025-12-02
11109,5787,GHS,Monthly,578,
11110,5588,GHS,Biweekly,558,2025-12-02
11111,8252,,Monthly,0,2025-12-02
11112,8064,GHS,Monthly,0,2025-12-02
11113,7769,GHS,Monthly,0,2025-12-02
11114,5210,GHS,Monthly,0,2025-12-02
11115,4167,GHS,Biweekly,0,2025-12-02
11116,7555,GHS,Monthly,1133,2025-12-02
11117,2316,GHS,Monthly,347,2025-12-02
11118,4862,GHS,Biweekly,486,2025-12-02
11119,6808,GHS,,680,2025-12-02
11120,1374,GHS,Biweekly,0,2025-12-02
11121,5179,GHS,Biweekly,776,2025-12-02
11122,11271,GHS,Monthly,0,2025-12-02
11123,10957,,Monthly,1095,2025-12-02
11124,12137,GHS,Biweekly,,2025-12-02
11125,4052,GHS,Monthly,0,2025-12-02
11126,1346,GHS,Biweekly,201,2025-12-02
11127,1252,GHS,Monthly,37,2025-12-02
11128,9599,GHS,Biweekly,287,2025-12-02
11129,6235,GHS,,623,2025-12-02
11130,7000,GHS,,0,2025-12-02
11131,4759,GHS,Monthly,142,2025-12-02
11132,3550,GHS,Biweekly,0,2025-12-02
11133,2542,GHS,Biweekly,254,2025-12-02
11134,3724,GHS,Biweekly,0,2025-12-02
11135,6241,GHS,Monthly,0,2025-12-02
11136,2083,GHS,Monthly,104,2025-12-02
11137,8145,GHS,,0,2025-12-02
11138,2633,GHS,Monthly,263,2025-12-02
11139,5562,GHS,Monthly,0,2025-12-02
11140,11806,GHS,Biweekly,,2025-12-02
11141,8387,GHS,Monthly,419,2025-12-02
11142,14867,GHS,Biweekly,2230,2025-12-02
11143,1789,GHS,Biweekly,53,2025-12-02
11144,5968,GHS,Monthly,596,2025-12-02
11145,8342,GHS,Biweekly,0,2025-12-02
11146,4642,GHS,Monthly,139,2025-12-02
11147,8969,GHS,Monthly,896,2025-12-02
11148,7305,GHS,Monthly,0,2025-12-02
11149,3313,GHS,Monthly,496,2025-12-02
11150,5448,GHS,Biweekly,544,2025-12-02
11151,928,GHS,Monthly,27,2025-12-02
11152,3348,GHS,Biweekly,334,2025-12-02
11153,2089,GHS,Monthly,313,
11154,3158,GHS,Biweekly,315,2025-12-02
11155,4709,GHS,Biweekly,235,2025-12-02
11156,2401,GHS,Biweekly,0,2025-12-02
11157,2733,GHS,Biweekly,273,2025-12-02
11158,4208,GHS,Biweekly,0,2025-12-02
11159,12114,GHS,Biweekly,1211,2025-12-02
11160,13446,GHS,Monthly,403,2025-12-02
,4157,GHS,,0,2025-12-02
11162,17990,GHS,Biweekly,2698,
11163,3658,GHS,Monthly,109,2025-12-02
11164,7322,GHS,Biweekly,732,2025-12-02
11165,7014,GHS,Biweekly,1052,
11166,8993,GHS,Biweekly,449,2025-12-02
11167,10298,GHS,Monthly,514,2025-12-02
11168,5859,GHS,Biweekly,0,2025-12-02
11169,2105,GHS,Biweekly,105,2025-12-02
11170,,GHS,Monthly,159,2025-12-02
11171,7036,GHS,Monthly,0,2025-12-02
11172,2640,GHS,Biweekly,0,2025-12-02
11173,7678,GHS,Monthly,0,2025-12-02
11174,1891,GHS,Monthly,189,2025-12-02
,1292,,Monthly,0,2025-12-02
11176,6464,GHS,Monthly,193,2025-12-02
11177,4574,GHS,Monthly,,2025-12-02
