review_id,employee_id,review_date,reviewer_id,rating,goals_met,promotion_recommended,comments
20968,10968,2024-02-24,10959,4,TRUE,FALSE,Strong performance; exceeds expectations.
20969,10969,2024-04-23,10099,2,,FALSE,Needs improvement in key areas.
20970,10970,2025-06-22,,3,TRUE,FALSE,Meets expectations; room for growth.
20971,10971,2024-08-24,13392,,TRUE,FALSE,Meets expectations; room for growth.
20972,10972,2024-08-29,12157,3,FALSE,FALSE,Meets expectations; room for growth.
20973,10973,2024-09-01,13166,5,TRUE,TRUE,
20974,10974,2023-12-24,10645,5,,TRUE,Outstanding contributor; top performer.
20975,10975,2025-01-08,12094,3,TRUE,FALSE,Meets expectations; room for growth.
,10976,2024-10-28,12703,3,TRUE,FALSE,Meets expectations; room for growth.
20977,10977,2024-07-29,11790,5,TRUE,TRUE,Outstanding contributor; top performer.
20978,10978,2024-08-25,10679,5,FALSE,FALSE,Outstanding contributor; top performer.
20979,10979,2024-03-23,10365,3,FALSE,FALSE,Meets expectations; room for growth.
20980,,2024-05-04,13268,,FALSE,FALSE,Strong performance; exceeds expectations.
20981,10981,2025-07-28,10463,4,FALSE,FALSE,Strong performance; exceeds expectations.
20982,10982,2024-06-23,10611,4,TRUE,TRUE,Strong performance; exceeds expectations.
20983,10983,2025-02-12,11768,3,FALSE,FALSE,Meets expectations; room for growth.
20984,10984,2025-07-17,10750,4,,FALSE,Strong performance; exceeds expectations.
20985,10985,2025-11-23,10720,1,TRUE,FALSE,Needs improvement in key areas.
20986,10986,2025-08-01,11157,3,FALSE,FALSE,Meets expectations; room for growth.
20987,10987,2025-08-01,13145,4,FALSE,FALSE,Strong performance; exceeds expectations.
20988,10988,,11590,4,FALSE,FALSE,Strong performance; exceeds expectations.
,10989,2025-10-07,12067,4,FALSE,FALSE,Strong performance; exceeds expectations.
20990,10990,2025-11-22,11139,5,TRUE,FALSE,Outstanding contributor; top performer.
20991,10991,2025-03-22,12247,3,TRUE,FALSE,Meets expectations; room for growth.
20992,,2025-07-01,10785,3,FALSE,FALSE,Meets expectations; room for growth.
20993,10993,2023-12-22,11121,4,TRUE,,Strong performance; exceeds expectations.
20994,10994,2024-06-23,11892,4,TRUE,FALSE,Strong performance; exceeds expectations.
20995,10995,2025-08-14,12522,4,FALSE,FALSE,Strong performance; exceeds expectations.
20996,10996,2024-05-03,13001,4,FALSE,FALSE,Strong performance; exceeds expectations.
20997,10997,2023-12-23,11650,3,TRUE,FALSE,Meets expectations; room for growth.
20998,10998,2024-07-28,11944,4,TRUE,FALSE,Strong performance; exceeds expectations.
20999,10999,2024-06-16,13028,3,TRUE,FALSE,Meets expectations; room for growth.
21000,11000,2024-01-24,11543,4,TRUE,FALSE,Strong performance; exceeds expectations.
21001,11001,2024-04-20,12182,3,TRUE,FALSE,Meets expectations; room for growth.
21002,11002,2025-06-03,11589,2,TRUE,FALSE,Needs improvement in key areas.
21003,11003,2024-08-18,12509,5,TRUE,FALSE,Outstanding contributor; top performer.
21004,11004,2025-04-19,,5,TRUE,FALSE,Outstanding contributor; top performer.
21005,11005,2024-04-26,10791,4,FALSE,FALSE,Strong performance; exceeds expectations.
21006,11006,2024-08-11,11292,4,TRUE,FALSE,Strong performance; exceeds expectations.
21007,11007,2024-10-12,11340,5,FALSE,FALSE,Outstanding contributor; top performer.
21008,11008,2025-02-25,13434,3,TRUE,FALSE,Meets expectations; room for growth.
21009,11009,2024-12-08,13372,3,TRUE,,Meets expectations; room for growth.
21010,11010,2025-03-08,10800,3,TRUE,FALSE,Meets expectations; room for growth.
21011,11011,2025-06-06,10601,3,TRUE,FALSE,Meets expectations; room for growth.
21012,11012,2025-04-12,10463,5,TRUE,TRUE,Outstanding contributor; top performer.
21013,11013,2025-10-16,11596,4,TRUE,,Strong performance; exceeds expectations.
21014,11014,2025-06-06,10331,4,FALSE,TRUE,Strong performance; exceeds expectations.
21015,11015,2024-08-03,11157,3,FALSE,FALSE,Meets expectations; room for growth.
21016,11016,2025-06-01,13166,5,TRUE,FALSE,Outstanding contributor; top performer.
21017,11017,2025-08-07,12244,3,TRUE,FALSE,Meets expectations; room for growth.
21018,11018,2025-06-13,11782,,TRUE,FALSE,Strong performance; exceeds expectations.
21019,11019,2024-01-20,10367,5,TRUE,TRUE,Outstanding contributor; top performer.
21020,11020,2025-03-05,10046,3,TRUE,FALSE,Meets expectations; room for growth.
21021,11021,2024-11-02,13298,,TRUE,FALSE,Needs improvement in key areas.
21022,11022,2024-05-26,11037,5,TRUE,FALSE,Outstanding contributor; top performer.
21023,11023,2024-04-15,10103,4,TRUE,FALSE,
21024,11024,2024-02-02,12001,4,TRUE,FALSE,Strong performance; exceeds expectations.
21025,11025,2024-12-07,10589,3,TRUE,FALSE,Meets expectations; room for growth.
21026,11026,2024-10-25,13046,5,FALSE,FALSE,Outstanding contributor; top performer.
21027,11027,2025-02-12,,,FALSE,FALSE,Outstanding contributor; top performer.
,11028,2024-05-30,13470,,TRUE,FALSE,Strong performance; exceeds expectations.
21029,11029,2024-09-11,10103,4,FALSE,FALSE,Strong performance; exceeds expectations.
21030,11030,2024-09-21,13245,4,TRUE,FALSE,Strong performance; exceeds expectations.
21031,11031,2025-06-23,12378,3,TRUE,FALSE,Meets expectations; room for growth.
21032,11032,2024-07-11,10726,4,TRUE,FALSE,Strong performance; exceeds expectations.
21033,11033,2025-01-03,12019,4,TRUE,FALSE,Strong performance; exceeds expectations.
21034,11034,2024-05-25,10593,1,FALSE,FALSE,Needs improvement in key areas.
21035,11035,2025-11-19,11790,2,TRUE,FALSE,Needs improvement in key areas.
21036,11036,2023-12-14,11272,4,TRUE,FALSE,Strong performance; exceeds expectations.
21037,11037,2024-06-20,10231,5,,FALSE,Outstanding contributor; top performer.
21038,11038,2024-08-01,11944,3,,FALSE,Meets expectations; room for growth.
21039,11039,2024-05-29,10758,2,TRUE,FALSE,Needs improvement in key areas.
21040,11040,2025-05-04,11037,4,FALSE,FALSE,Strong performance; exceeds expectations.
21041,11041,2024-06-23,12623,2,TRUE,FALSE,Needs improvement in key areas.
21042,11042,2024-03-03,12182,3,TRUE,FALSE,Meets expectations; room for growth.
21043,11043,,11269,3,TRUE,FALSE,Meets expectations; room for growth.
21044,11044,,10172,5,TRUE,FALSE,Outstanding contributor; top performer.
21045,11045,2025-02-16,10611,5,FALSE,,Outstanding contributor; top performer.
21046,11046,2024-07-14,10206,3,FALSE,,Meets expectations; room for growth.
21047,11047,2025-02-08,11791,4,TRUE,FALSE,Strong performance; exceeds expectations.
21048,11048,2023-12-31,12522,4,TRUE,,Strong performance; exceeds expectations.
21049,11049,2025-11-08,10582,4,TRUE,FALSE,Strong performance; exceeds expectations.
21050,11050,2024-04-29,10095,,FALSE,FALSE,
21051,11051,2025-07-27,11938,4,FALSE,FALSE,Strong performance; exceeds expectations.
21052,11052,2025-04-23,11925,3,,,Meets expectations; room for growth.
21053,11053,2024-06-06,11514,4,FALSE,FALSE,Strong performance; exceeds expectations.
21054,11054,2024-05-07,13021,3,TRUE,FALSE,Meets expectations; room for growth.
21055,11055,2024-03-23,10292,5,FALSE,FALSE,Outstanding contributor; top performer.
21056,11056,2025-11-02,13120,3,TRUE,FALSE,Meets expectations; room for growth.
21057,11057,2024-07-15,13287,4,TRUE,FALSE,Strong performance; exceeds expectations.
21058,11058,2025-09-15,13133,3,TRUE,FALSE,Meets expectations; room for growth.
21059,11059,2025-06-20,10383,2,,FALSE,Needs improvement in key areas.
21060,11060,2024-05-13,10231,3,TRUE,FALSE,Meets expectations; room for growth.
21061,11061,2025-09-17,12157,3,TRUE,FALSE,Meets expectations; room for growth.
21062,11062,2024-10-30,13148,5,TRUE,FALSE,Outstanding contributor; top performer.
,11063,2025-08-20,12742,4,TRUE,FALSE,Strong performance; exceeds expectations.
21064,11064,2024-07-01,10400,3,FALSE,FALSE,
21065,11065,2024-07-22,12415,3,TRUE,FALSE,Meets expectations; room for growth.
21066,11066,2025-05-28,13148,4,FALSE,FALSE,Strong performance; exceeds expectations.
21067,11067,2025-08-23,12309,1,FALSE,FALSE,Needs improvement in key areas.
21068,11068,2023-12-20,10611,3,TRUE,FALSE,Meets expectations; room for growth.
21069,11069,2025-03-26,10281,2,TRUE,FALSE,Needs improvement in key areas.
21070,11070,2025-09-22,10352,,TRUE,FALSE,Strong performance; exceeds expectations.
21071,11071,2025-06-28,13470,4,TRUE,FALSE,Strong performance; exceeds expectations.
21072,11072,2024-09-30,10758,3,,FALSE,Meets expectations; room for growth.
,11073,2024-08-12,11685,4,TRUE,TRUE,Strong performance; exceeds expectations.
21074,11074,2024-07-19,10319,5,TRUE,,Outstanding contributor; top performer.
21075,11075,2024-03-18,,2,TRUE,,Needs improvement in key areas.
21076,11076,2024-12-09,11952,5,TRUE,FALSE,Outstanding contributor; top performer.
21077,11077,2024-01-04,12338,5,TRUE,FALSE,Outstanding contributor; top performer.
21078,11078,2025-01-26,11664,4,FALSE,TRUE,Strong performance; exceeds expectations.
21079,11079,2024-11-08,11079,4,TRUE,FALSE,Strong performance; exceeds expectations.
21080,11080,2025-08-22,13312,5,TRUE,FALSE,Outstanding contributor; top performer.
21081,11081,2025-06-28,11589,2,TRUE,,
21082,11082,2025-02-27,11104,4,FALSE,FALSE,Strong performance; exceeds expectations.
21083,11083,2024-06-25,11396,3,TRUE,FALSE,Meets expectations; room for growth.
21084,11084,2025-03-09,12153,5,,FALSE,Outstanding contributor; top performer.
21085,,2024-01-03,10900,4,TRUE,FALSE,Strong performance; exceeds expectations.
21086,,2025-04-27,11339,4,TRUE,TRUE,Strong performance; exceeds expectations.
21087,11087,2025-10-15,,5,FALSE,FALSE,Outstanding contributor; top performer.
21088,11088,2024-08-26,10564,,FALSE,FALSE,Meets expectations; room for growth.
21089,11089,2024-03-10,12509,5,TRUE,TRUE,Outstanding contributor; top performer.
21090,11090,2024-12-20,11942,5,TRUE,FALSE,
21091,11091,2025-10-15,10231,4,TRUE,FALSE,Strong performance; exceeds expectations.
21092,11092,2025-08-04,12847,4,TRUE,FALSE,Strong performance; exceeds expectations.
21093,11093,2024-08-03,10400,3,TRUE,FALSE,Meets expectations; room for growth.
21094,11094,,11962,3,TRUE,FALSE,Meets expectations; room for growth.
21095,11095,2024-11-23,11283,,FALSE,FALSE,Strong performance; exceeds expectations.
21096,11096,2025-11-19,11272,3,TRUE,FALSE,Meets expectations; room for growth.
21097,11097,2025-07-20,12435,3,TRUE,FALSE,
21098,11098,2024-08-09,12571,4,FALSE,TRUE,Strong performance; exceeds expectations.
21099,11099,2024-09-06,10858,4,TRUE,FALSE,Strong performance; exceeds expectations.
21100,,2024-09-04,10094,4,TRUE,TRUE,Strong performance; exceeds expectations.
21101,11101,2025-11-28,13240,3,TRUE,FALSE,Meets expectations; room for growth.
21102,11102,2024-07-26,12441,3,TRUE,FALSE,Meets expectations; room for growth.
21103,11103,2024-03-19,13128,3,TRUE,FALSE,Meets expectations; room for growth.
21104,11104,2025-10-24,11104,4,TRUE,FALSE,Strong performance; exceeds expectations.
21105,11105,2024-03-10,13028,3,FALSE,FALSE,Meets expectations; room for growth.
21106,11106,2024-10-29,11218,3,TRUE,FALSE,Meets expectations; room for growth.
21107,11107,,12153,,TRUE,FALSE,Needs improvement in key areas.
21108,11108,2024-12-03,12375,4,TRUE,TRUE,Strong performance; exceeds expectations.
21109,11109,,11105,4,TRUE,FALSE,Strong performance; exceeds expectations.
21110,11110,2024-12-27,10900,3,TRUE,FALSE,Meets expectations; room for growth.
21111,11111,2024-06-15,11283,4,TRUE,FALSE,Strong performance; exceeds expectations.
21112,11112,2025-02-28,10454,,TRUE,FALSE,Outstanding contributor; top performer.
21113,11113,2025-01-01,11743,4,FALSE,TRUE,Strong performance; exceeds expectations.
21114,11114,2024-04-04,10482,3,TRUE,FALSE,Meets expectations; room for growth.
21115,,2025-09-28,13242,3,TRUE,FALSE,Meets expectations; room for growth.
21116,11116,2025-01-29,12824,4,FALSE,FALSE,Strong performance; exceeds expectations.
21117,11117,2025-05-23,11925,4,TRUE,FALSE,Strong performance; exceeds expectations.
21118,11118,2025-10-16,12372,4,,FALSE,Strong performance; exceeds expectations.
21119,11119,2024-08-04,12509,5,TRUE,FALSE,Outstanding contributor; top performer.
21120,11120,2025-04-12,10582,,TRUE,FALSE,Strong performance; exceeds expectations.
21121,11121,2024-03-22,13298,4,TRUE,FALSE,Strong performance; exceeds expectations.
21122,11122,2025-09-26,10369,3,FALSE,FALSE,Meets expectations; room for growth.
21123,11123,2024-01-13,10204,2,FALSE,FALSE,Needs improvement in key areas.
21124,11124,2025-05-11,11873,3,FALSE,FALSE,Meets expectations; room for growth.
21125,11125,2025-03-21,13001,2,TRUE,FALSE,Needs improvement in key areas.
21126,11126,2024-10-22,13392,4,TRUE,FALSE,Strong performance; exceeds expectations.
,11127,2024-06-10,13128,3,TRUE,FALSE,Meets expectations; room for growth.
21128,11128,2024-07-22,,4,TRUE,FALSE,Strong performance; exceeds expectations.
21129,11129,2025-05-17,12543,4,FALSE,FALSE,Strong performance; exceeds expectations.
21130,11130,2024-05-30,12441,4,FALSE,FALSE,Strong performance; exceeds expectations.
21131,11131,2024-09-29,11267,3,TRUE,FALSE,Meets expectations; room for growth.
21132,11132,2024-10-14,11510,2,TRUE,FALSE,Needs improvement in key areas.
21133,11133,2024-05-19,11944,3,FALSE,FALSE,Meets expectations; room for growth.
21134,11134,2024-05-15,11547,5,,FALSE,Outstanding contributor; top performer.
21135,11135,2025-05-18,11499,4,FALSE,TRUE,Strong performance; exceeds expectations.
21136,11136,2024-06-29,12247,4,FALSE,FALSE,Strong performance; exceeds expectations.
21137,11137,2024-08-01,11768,4,FALSE,FALSE,Strong performance; exceeds expectations.
21138,11138,2024-06-17,12125,3,FALSE,FALSE,Meets expectations; room for growth.
21139,11139,2024-12-20,10791,4,TRUE,FALSE,Strong performance; exceeds expectations.
21140,,2024-05-28,11944,3,FALSE,FALSE,Meets expectations; room for growth.
21141,11141,2025-02-15,13218,5,FALSE,FALSE,Outstanding contributor; top performer.
21142,11142,2024-08-12,13372,5,FALSE,FALSE,Outstanding contributor; top performer.
21143,,2025-09-21,10095,5,FALSE,FALSE,Outstanding contributor; top performer.
21144,11144,2024-08-05,10587,3,TRUE,FALSE,Meets expectations; room for growth.
21145,11145,2024-02-14,10206,5,TRUE,FALSE,Outstanding contributor; top performer.
21146,11146,2024-10-29,10894,3,TRUE,FALSE,Meets expectations; room for growth.
21147,11147,2024-05-03,,4,TRUE,FALSE,Strong performance; exceeds expectations.
21148,11148,2025-07-27,13287,4,TRUE,FALSE,Strong performance; exceeds expectations.
21149,11149,2025-10-17,10465,3,,FALSE,Meets expectations; room for growth.
21150,11150,2025-04-03,11837,3,FALSE,FALSE,Meets expectations; room for growth.
21151,11151,,12150,3,FALSE,FALSE,Meets expectations; room for growth.
21152,,2025-10-23,,5,TRUE,,Outstanding contributor; top performer.
21153,11153,2024-05-04,13268,4,FALSE,FALSE,Strong performance; exceeds expectations.
21154,11154,2024-12-25,12375,3,TRUE,FALSE,
21155,11155,2025-05-01,13219,4,TRUE,FALSE,Strong performance; exceeds expectations.
21156,11156,2025-04-14,10206,4,TRUE,FALSE,Strong performance; exceeds expectations.
21157,11157,2025-06-27,10046,3,TRUE,FALSE,Meets expectations; room for growth.
21158,11158,2025-01-04,11660,,FALSE,FALSE,Meets expectations; room for growth.
21159,11159,2024-07-07,11736,4,FALSE,FALSE,Strong performance; exceeds expectations.
21160,11160,2025-11-24,11724,3,FALSE,FALSE,Meets expectations; room for growth.
21161,11161,,10256,4,TRUE,FALSE,Strong performance; exceeds expectations.
21162,11162,2024-08-30,11589,4,FALSE,FALSE,Strong performance; exceeds expectations.
21163,11163,2025-11-11,13222,2,TRUE,FALSE,Needs improvement in key areas.
21164,11164,,11272,4,TRUE,TRUE,Strong performance; exceeds expectations.
21165,11165,2024-09-30,13263,5,TRUE,FALSE,Outstanding contributor; top performer.
21166,11166,2025-11-19,10947,4,TRUE,,Strong performance; exceeds expectations.
21167,11167,2025-03-15,11037,3,TRUE,FALSE,Meets expectations; room for growth.
21168,11168,,,4,FALSE,FALSE,Strong performance; exceeds expectations.
21169,11169,2024-07-14,10855,5,TRUE,FALSE,Outstanding contributor; top performer.
21170,11170,2025-07-04,10611,3,FALSE,FALSE,Meets expectations; room for growth.
21171,11171,2025-02-03,10404,4,FALSE,FALSE,Strong performance; exceeds expectations.
21172,,2025-09-06,11027,2,TRUE,FALSE,Needs improvement in key areas.
21173,11173,2024-04-24,10803,4,TRUE,FALSE,Strong performance; exceeds expectations.
21174,11174,2024-08-22,10383,3,TRUE,FALSE,
21175,11175,2025-06-25,11638,4,FALSE,TRUE,Strong performance; exceeds expectations.
21176,11176,2024-10-24,13046,4,FALSE,FALSE,Strong performance; exceeds expectations.
21177,11177,2025-02-10,11944,3,TRUE,FALSE,Meets expectations; room for growth.
21178,,2025-05-22,11079,4,TRUE,TRUE,Strong performance; exceeds expectations.
21179,11179,2025-10-14,10624,4,FALSE,FALSE,Strong performance; exceeds expectations.
21180,11180,2025-08-06,13215,4,TRUE,FALSE,Strong performance; exceeds expectations.
21181,11181,2025-01-21,12847,5,TRUE,FALSE,Outstanding contributor; top performer.
21182,11182,2024-05-09,,3,FALSE,FALSE,Meets expectations; room for growth.
21183,11183,2025-08-05,10090,3,TRUE,FALSE,Meets expectations; room for growth.
21184,11184,2024-08-23,12875,3,TRUE,FALSE,Meets expectations; room for growth.
21185,11185,2025-05-09,10803,5,TRUE,TRUE,Outstanding contributor; top performer.
21186,11186,2025-08-06,11520,3,FALSE,FALSE,Meets expectations; room for growth.
21187,,2025-04-15,13021,5,TRUE,FALSE,Outstanding contributor; top performer.
21188,11188,2024-07-19,11731,3,,FALSE,Meets expectations; room for growth.
21189,11189,2024-02-19,13387,4,TRUE,FALSE,Strong performance; exceeds expectations.
21190,11190,2024-11-09,13229,3,TRUE,FALSE,Meets expectations; room for growth.
21191,11191,2024-10-10,12067,4,TRUE,,Strong performance; exceeds expectations.
21192,11192,2025-05-25,12587,4,FALSE,FALSE,Strong performance; exceeds expectations.
21193,11193,2024-01-12,12408,4,FALSE,FALSE,Strong performance; exceeds expectations.
21194,11194,2024-09-03,11944,4,TRUE,TRUE,Strong performance; exceeds expectations.
21195,11195,2025-02-09,11121,4,TRUE,FALSE,Strong performance; exceeds expectations.
21196,11196,2024-10-05,10365,4,TRUE,FALSE,Strong performance; exceeds expectations.
21197,11197,2024-01-31,13215,5,TRUE,TRUE,Outstanding contributor; top performer.
21198,11198,2024-01-29,10231,3,TRUE,FALSE,Meets expectations; room for growth.
21199,11199,2025-09-11,12137,4,TRUE,,Strong performance; exceeds expectations.
21200,11200,2024-12-11,13366,4,TRUE,FALSE,Strong performance; exceeds expectations.
21201,11201,2024-04-21,10255,5,TRUE,FALSE,Outstanding contributor; top performer.
21202,11202,2024-04-25,11942,2,TRUE,FALSE,Needs improvement in key areas.
21203,11203,2024-07-21,11222,3,TRUE,FALSE,Meets expectations; room for growth.
21204,11204,2024-03-04,12099,4,FALSE,FALSE,Strong performance; exceeds expectations.
21205,11205,2024-01-24,11308,3,TRUE,FALSE,Meets expectations; room for growth.
21206,11206,2025-01-16,11650,3,TRUE,FALSE,Meets expectations; room for growth.
21207,11207,2025-11-28,12378,,TRUE,FALSE,Outstanding contributor; top performer.
21208,11208,2024-05-23,11743,3,TRUE,FALSE,Meets expectations; room for growth.
21209,11209,2024-08-27,12385,1,TRUE,FALSE,Needs improvement in key areas.
,11210,2024-02-21,10404,4,TRUE,FALSE,Strong performance; exceeds expectations.
21211,11211,2025-09-25,10319,5,TRUE,FALSE,Outstanding contributor; top performer.
21212,11212,,11046,4,TRUE,FALSE,
21213,11213,2024-08-07,11604,4,TRUE,TRUE,Strong performance; exceeds expectations.
21214,11214,2024-06-12,12587,5,TRUE,FALSE,Outstanding contributor; top performer.
21215,11215,2024-12-12,12137,3,TRUE,FALSE,Meets expectations; room for growth.
21216,11216,2024-09-15,10495,3,FALSE,FALSE,Meets expectations; room for growth.
21217,,2025-07-10,,4,TRUE,FALSE,Strong performance; exceeds expectations.
21218,,2024-02-13,12551,5,TRUE,FALSE,
21219,11219,2024-08-18,,4,TRUE,FALSE,Strong performance; exceeds expectations.
21220,11220,2024-07-11,11272,5,TRUE,FALSE,Outstanding contributor; top performer.
21221,11221,2023-12-19,11037,4,,FALSE,Strong performance; exceeds expectations.
21222,11222,2025-10-30,11873,4,TRUE,TRUE,Strong performance; exceeds expectations.
21223,11223,2024-01-07,12713,3,TRUE,FALSE,Meets expectations; room for growth.
21224,11224,2025-03-31,11604,4,TRUE,FALSE,
21225,11225,2025-05-24,13166,4,FALSE,FALSE,Strong performance; exceeds expectations.
21226,11226,2024-01-27,10099,4,FALSE,TRUE,Strong performance; exceeds expectations.
21227,11227,2024-02-21,10204,5,TRUE,FALSE,Outstanding contributor; top performer.
21228,11228,2025-10-23,13167,4,TRUE,,Strong performance; exceeds expectations.
21229,11229,2024-09-01,12099,1,TRUE,FALSE,Needs improvement in key areas.
21230,11230,2025-03-23,10007,4,FALSE,FALSE,Strong performance; exceeds expectations.
21231,11231,2025-06-24,11409,3,TRUE,FALSE,Meets expectations; room for growth.
21232,11232,2025-04-25,10463,4,TRUE,FALSE,Strong performance; exceeds expectations.
21233,11233,2025-06-20,10367,4,FALSE,FALSE,Strong performance; exceeds expectations.
21234,11234,2025-05-03,10103,3,TRUE,FALSE,Meets expectations; room for growth.
21235,11235,2025-04-05,10365,3,FALSE,FALSE,Meets expectations; room for growth.
21236,11236,2025-07-15,10162,4,FALSE,FALSE,Strong performance; exceeds expectations.
21237,11237,2025-03-11,11952,1,FALSE,FALSE,Needs improvement in key areas.
21238,11238,2024-09-24,13240,3,TRUE,FALSE,Meets expectations; room for growth.
21239,,2025-11-02,12291,5,TRUE,TRUE,Outstanding contributor; top performer.
21240,11240,2025-01-02,10947,4,,FALSE,Strong performance; exceeds expectations.
21241,11241,2025-01-14,12509,2,TRUE,FALSE,
21242,11242,2024-04-13,10535,2,TRUE,FALSE,Needs improvement in key areas.
21243,11243,2025-08-01,11220,4,TRUE,TRUE,Strong performance; exceeds expectations.
21244,11244,2025-04-25,11396,4,TRUE,FALSE,Strong performance; exceeds expectations.
21245,11245,2024-05-29,13434,2,TRUE,FALSE,Needs improvement in key areas.
,11246,2025-03-30,11283,4,FALSE,TRUE,Strong performance; exceeds expectations.
21247,11247,2024-10-10,11768,4,TRUE,TRUE,Strong performance; exceeds expectations.
21248,11248,2024-07-28,11790,4,FALSE,FALSE,Strong performance; exceeds expectations.
21249,11249,2024-06-11,13195,3,TRUE,FALSE,Meets expectations; room for growth.
21250,11250,2024-01-16,12658,3,TRUE,FALSE,Meets expectations; room for growth.
21251,11251,2025-05-27,11650,3,FALSE,,Meets expectations; room for growth.
21252,11252,2024-06-15,10352,3,,FALSE,Meets expectations; room for growth.
21253,11253,2023-12-24,11589,3,,FALSE,Meets expectations; room for growth.
21254,11254,2025-02-05,12760,4,TRUE,TRUE,Strong performance; exceeds expectations.
21255,11255,2024-07-15,10103,3,,FALSE,Meets expectations; room for growth.
21256,11256,2025-05-01,11139,2,TRUE,FALSE,Needs improvement in key areas.
21257,11257,2024-10-11,12019,3,FALSE,FALSE,Meets expectations; room for growth.
21258,,2025-02-19,13245,3,TRUE,FALSE,Meets expectations; room for growth.
21259,11259,2025-06-08,12703,3,TRUE,FALSE,Meets expectations; room for growth.
21260,11260,2024-03-15,11604,3,FALSE,,Meets expectations; room for growth.
21261,11261,2025-05-21,10679,3,TRUE,FALSE,Meets expectations; room for growth.
21262,11262,2025-02-24,11027,3,TRUE,,Meets expectations; room for growth.
21263,11263,2023-12-28,10188,4,TRUE,FALSE,Strong performance; exceeds expectations.
21264,11264,2023-12-16,10611,4,TRUE,FALSE,Strong performance; exceeds expectations.
21265,11265,2024-08-29,11873,,TRUE,TRUE,Outstanding contributor; top performer.
21266,11266,2025-02-09,10589,3,TRUE,FALSE,Meets expectations; room for growth.
21267,11267,2025-04-28,10645,4,TRUE,FALSE,Strong performance; exceeds expectations.
21268,11268,2024-07-18,11547,5,TRUE,FALSE,Outstanding contributor; top performer.
,11269,2024-08-11,11596,3,,FALSE,Meets expectations; room for growth.
21270,11270,2024-07-26,11768,3,FALSE,FALSE,Meets expectations; room for growth.
21271,11271,2025-04-24,10365,4,TRUE,FALSE,Strong performance; exceeds expectations.
21272,11272,2025-01-09,13133,5,FALSE,FALSE,Outstanding contributor; top performer.
21273,11273,2024-09-17,10231,3,FALSE,FALSE,Meets expectations; room for growth.
21274,11274,2024-02-27,11139,3,FALSE,FALSE,Meets expectations; room for growth.
21275,11275,2024-03-06,13392,5,TRUE,,
21276,11276,2024-05-14,13222,4,TRUE,FALSE,Strong performance; exceeds expectations.
21277,11277,2025-03-27,13366,1,FALSE,FALSE,Needs improvement in key areas.
21278,11278,2025-01-08,10204,4,FALSE,,Strong performance; exceeds expectations.
21279,11279,2024-01-17,12001,5,FALSE,FALSE,Outstanding contributor; top performer.
21280,11280,2024-02-19,,4,FALSE,FALSE,Strong performance; exceeds expectations.
21281,11281,2025-05-12,11497,4,TRUE,FALSE,Strong performance; exceeds expectations.
21282,11282,2025-11-11,12244,3,TRUE,FALSE,Meets expectations; room for growth.
21283,11283,2024-10-23,12543,1,TRUE,FALSE,Needs improvement in key areas.
21284,11284,2024-12-12,12338,5,FALSE,FALSE,Outstanding contributor; top performer.
21285,11285,,11547,4,TRUE,FALSE,Strong performance; exceeds expectations.
21286,11286,2024-05-23,13240,4,TRUE,FALSE,Strong performance; exceeds expectations.
21287,,2024-03-22,10611,4,FALSE,FALSE,Strong performance; exceeds expectations.
21288,11288,2024-05-13,13242,2,TRUE,FALSE,Needs improvement in key areas.
21289,11289,2024-07-21,11037,1,TRUE,FALSE,Needs improvement in key areas.
21290,11290,2025-07-26,12495,4,TRUE,FALSE,Strong performance; exceeds expectations.
21291,11291,2025-05-26,13415,4,FALSE,FALSE,Strong performance; exceeds expectations.
21292,11292,2024-12-03,11944,4,FALSE,,Strong performance; exceeds expectations.
21293,11293,2025-05-26,10958,5,TRUE,TRUE,Outstanding contributor; top performer.
21294,11294,2025-09-23,12321,4,FALSE,FALSE,Strong performance; exceeds expectations.
,11295,2024-07-27,11745,4,TRUE,TRUE,Strong performance; exceeds expectations.
21296,11296,2024-12-26,11150,3,FALSE,FALSE,Meets expectations; room for growth.
21297,11297,2024-05-17,,5,FALSE,FALSE,Outstanding contributor; top performer.
21298,11298,2024-03-23,11944,4,FALSE,FALSE,Strong performance; exceeds expectations.
21299,11299,,11590,3,FALSE,FALSE,Meets expectations; room for growth.
21300,11300,2024-01-20,10959,4,TRUE,,Strong performance; exceeds expectations.
21301,11301,2023-12-20,10624,3,TRUE,FALSE,Meets expectations; room for growth.
21302,11302,2024-12-19,11104,3,FALSE,FALSE,Meets expectations; room for growth.
21303,11303,2025-07-12,10014,3,TRUE,FALSE,Meets expectations; room for growth.
21304,11304,2025-10-27,13219,3,FALSE,FALSE,Meets expectations; room for growth.
21305,11305,2025-01-30,10041,3,TRUE,FALSE,Meets expectations; room for growth.
21306,11306,2024-02-20,10103,4,TRUE,FALSE,Strong performance; exceeds expectations.
21307,11307,2025-05-07,11037,3,FALSE,FALSE,Meets expectations; room for growth.
21308,11308,2024-09-05,11308,5,TRUE,FALSE,Outstanding contributor; top performer.
21309,11309,2024-02-10,13222,4,TRUE,FALSE,Strong performance; exceeds expectations.
21310,11310,2025-09-25,,3,FALSE,FALSE,Meets expectations; room for growth.
21311,11311,2024-11-02,10014,4,FALSE,FALSE,Strong performance; exceeds expectations.
21312,11312,2024-02-04,10008,5,TRUE,FALSE,Outstanding contributor; top performer.
